entity_id,product,product_status,price_convert,quantity_convert
52256,ETH-20241227-8000C,tradeable,3,3
52257,ETH-20241227-8000P,tradeable,3,3
52258,ETH-20241227-8500C,tradeable,3,3
52259,ETH-20241227-8500P,tradeable,3,3
52310,ETH-20241227-1900C,tradeable,3,3
52311,ETH-20241227-1900P,tradeable,3,3
52314,BTC-20241227-28000C,tradeable,2,4
52315,BTC-20241227-28000P,tradeable,2,4
52321,ETH-20241227,tradeable,4,5
52322,BTC-20241227,tradeable,3,6
53334,BTC-20241227-58000C,tradeable,2,4
53335,BTC-20241227-58000P,tradeable,2,4
53338,BTC-20241227-130000C,tradeable,2,4
53339,BTC-20241227-130000P,tradeable,2,4
53358,BTC-20241227-59000C,tradeable,2,4
53359,BTC-20241227-59000P,tradeable,2,4
53376,BTC-20241227-135000C,tradeable,2,4
53377,BTC-20241227-135000P,tradeable,2,4
53398,BTC-20241227-61000C,tradeable,2,4
53399,BTC-20241227-61000P,tradeable,2,4
54506,BTC-20241227-62000C,tradeable,2,4
54507,BTC-20241227-62000P,tradeable,2,4
54520,BTC-20241227-63000C,tradeable,2,4
54521,BTC-20241227-63000P,tradeable,2,4
54670,ETH-20241227-2900C,tradeable,3,3
54671,ETH-20241227-2900P,tradeable,3,3
54672,ETH-20241227-3400C,tradeable,3,3
54673,ETH-20241227-3400P,tradeable,3,3
54678,ETH-20241227-9000C,tradeable,3,3
54679,ETH-20241227-9000P,tradeable,3,3
54724,ETH-20241227-3600C,tradeable,3,3
54725,ETH-20241227-3600P,tradeable,3,3
54726,ETH-20241227-3100C,tradeable,3,3
54727,ETH-20241227-3100P,tradeable,3,3
54962,ETH-20241227-9500C,tradeable,3,3
54963,ETH-20241227-9500P,tradeable,3,3
54976,BTC-20241227-200000P,tradeable,2,4
54977,BTC-20241227-200000C,tradeable,2,4
55758,ETH-20241227-1500C,tradeable,3,3
55759,ETH-20241227-1500P,tradeable,3,3
59946,ETH-20241227-3800C,tradeable,3,3
59947,ETH-20241227-3800P,tradeable,3,3
62060,ETH-20241227-3300C,tradeable,3,3
62061,ETH-20241227-3300P,tradeable,3,3
62236,ETH-20241227-4200C,tradeable,3,3
62237,ETH-20241227-4200P,tradeable,3,3
62574,ETH-20241227-4400C,tradeable,3,3
62575,ETH-20241227-4400P,tradeable,3,3
62748,ETH-20241227-3700C,tradeable,3,3
62749,ETH-20241227-3700P,tradeable,3,3
62992,ETH-20241227-4600C,tradeable,3,3
62993,ETH-20241227-4600P,tradeable,3,3
63676,BTC-20241227-240000C,tradeable,2,4
63677,BTC-20241227-240000P,tradeable,2,4
63692,ETH-20241227-12000C,tradeable,3,3
63693,ETH-20241227-12000P,tradeable,3,3
63694,ETH-20241227-15000C,tradeable,3,3
63695,ETH-20241227-15000P,tradeable,3,3
64034,ETH-20241227-4800C,tradeable,3,3
64036,ETH-20241227-4800P,tradeable,3,3
64080,ETH-20241227-3900C,tradeable,3,3
64081,ETH-20241227-3900P,tradeable,3,3
64320,USDT-USD-INDEX,display_only,8,2
64321,USDT-USD,tradeable,8,2
64322,USDT-USD-PERPETUAL,tradeable,8,2
64337,ETH-20241227-4100P,tradeable,3,3
64338,ETH-20241227-4100C,tradeable,3,3
64685,ETH-20241227-5200C,tradeable,3,3
64686,ETH-20241227-5200P,tradeable,3,3
65211,BTC-20241227-300000C,tradeable,2,4
65212,BTC-20241227-300000P,tradeable,2,4
65215,ETH-20241227-20000C,tradeable,3,3
65216,ETH-20241227-20000P,tradeable,3,3
65241,ETH-20241227-4300C,tradeable,3,3
65242,ETH-20241227-4300P,tradeable,3,3
65283,BTC-20241227-150000C,tradeable,2,4
65284,BTC-20241227-150000P,tradeable,2,4
67825,BTC-20250328-30000C,tradeable,2,4
67826,BTC-20250328-50000C,tradeable,2,4
67827,BTC-20250328-75000P,tradeable,2,4
67828,BTC-20250328-90000C,tradeable,2,4
67829,BTC-20250328-180000C,tradeable,2,4
67830,BTC-20250328-150000C,tradeable,2,4
67831,BTC-20250328-200000C,tradeable,2,4
67832,BTC-20250328-220000C,tradeable,2,4
67833,BTC-20250328-200000P,tradeable,2,4
67874,BTC-20250328-20000P,tradeable,2,4
67877,BTC-20250328-40000P,tradeable,2,4
67880,BTC-20250328-65000C,tradeable,2,4
67881,BTC-20250328-75000C,tradeable,2,4
67884,BTC-20250328-85000P,tradeable,2,4
67887,BTC-20250328-110000P,tradeable,2,4
67889,BTC-20250328-110000C,tradeable,2,4
67890,BTC-20250328-20000C,tradeable,2,4
67892,BTC-20250328-120000C,tradeable,2,4
67893,BTC-20250328-40000C,tradeable,2,4
67895,BTC-20250328-140000C,tradeable,2,4
67896,BTC-20250328-50000P,tradeable,2,4
67898,BTC-20250328-160000P,tradeable,2,4
67899,BTC-20250328-70000P,tradeable,2,4
67900,BTC-20250328-150000P,tradeable,2,4
67902,BTC-20250328-80000P,tradeable,2,4
67904,BTC-20250328-90000P,tradeable,2,4
67906,BTC-20250328-100000P,tradeable,2,4
67909,BTC-20250328-160000C,tradeable,2,4
67910,BTC-20250328-140000P,tradeable,2,4
67927,BTC-20250328-30000P,tradeable,2,4
67930,BTC-20250328-60000C,tradeable,2,4
67933,BTC-20250328-60000P,tradeable,2,4
67935,BTC-20250328-65000P,tradeable,2,4
67939,BTC-20250328-70000C,tradeable,2,4
67941,BTC-20250328-80000C,tradeable,2,4
67943,BTC-20250328-85000C,tradeable,2,4
67945,BTC-20250328-100000C,tradeable,2,4
67948,BTC-20250328-120000P,tradeable,2,4
67950,BTC-20250328-130000C,tradeable,2,4
67952,BTC-20250328-130000P,tradeable,2,4
67953,BTC-20250328-180000P,tradeable,2,4
67954,BTC-20250328-220000P,tradeable,2,4
67967,ETH-20250328-1500C,tradeable,3,3
67968,ETH-20250328-1500P,tradeable,3,3
67969,ETH-20250328-2000C,tradeable,3,3
67970,ETH-20250328-2000P,tradeable,3,3
67971,ETH-20250328-2500C,tradeable,3,3
67972,ETH-20250328-2500P,tradeable,3,3
67973,ETH-20250328-2600C,tradeable,3,3
67974,ETH-20250328-2600P,tradeable,3,3
67975,ETH-20250328-2800C,tradeable,3,3
67976,ETH-20250328-2800P,tradeable,3,3
67977,ETH-20250328-3000C,tradeable,3,3
67978,ETH-20250328-3000P,tradeable,3,3
67979,ETH-20250328-3200P,tradeable,3,3
67980,ETH-20250328-3300C,tradeable,3,3
67981,ETH-20250328-3200C,tradeable,3,3
67982,ETH-20250328-3300P,tradeable,3,3
67983,ETH-20250328-3400P,tradeable,3,3
67984,ETH-20250328-3500C,tradeable,3,3
67985,ETH-20250328-3400C,tradeable,3,3
67986,ETH-20250328-3600C,tradeable,3,3
67987,ETH-20250328-3500P,tradeable,3,3
67988,ETH-20250328-3600P,tradeable,3,3
67989,ETH-20250328-3700C,tradeable,3,3
67990,ETH-20250328-3700P,tradeable,3,3
67991,ETH-20250328-3800C,tradeable,3,3
67992,ETH-20250328-3800P,tradeable,3,3
67993,ETH-20250328-4000C,tradeable,3,3
67994,ETH-20250328-4000P,tradeable,3,3
67995,ETH-20250328-4200P,tradeable,3,3
67996,ETH-20250328-4200C,tradeable,3,3
67997,ETH-20250328-4400C,tradeable,3,3
67998,ETH-20250328-4400P,tradeable,3,3
67999,ETH-20250328-4600C,tradeable,3,3
68000,ETH-20250328-4600P,tradeable,3,3
68001,ETH-20250328-4800C,tradeable,3,3
68002,ETH-20250328-4800P,tradeable,3,3
68003,ETH-20250328-5000C,tradeable,3,3
68004,ETH-20250328-5000P,tradeable,3,3
68005,ETH-20250328-5500C,tradeable,3,3
68006,ETH-20250328-5500P,tradeable,3,3
68007,ETH-20250328-6000C,tradeable,3,3
68008,ETH-20250328-6000P,tradeable,3,3
68009,ETH-20250328-6500C,tradeable,3,3
68010,ETH-20250328-6500P,tradeable,3,3
68011,ETH-20250328-7000C,tradeable,3,3
68012,ETH-20250328-7000P,tradeable,3,3
68145,ETH-20250328,tradeable,4,5
68147,BTC-20250328,tradeable,3,6
68283,ETH-20250328-7500C,tradeable,3,3
68284,ETH-20250328-7500P,tradeable,3,3
68285,ETH-20250328-8000C,tradeable,3,3
68286,ETH-20250328-9000P,tradeable,3,3
68287,ETH-20250328-8000P,tradeable,3,3
68288,ETH-20250328-10000P,tradeable,3,3
68289,ETH-20250328-10000C,tradeable,3,3
68290,ETH-20250328-9000C,tradeable,3,3
68291,ETH-20250328-12000C,tradeable,3,3
68292,ETH-20250328-12000P,tradeable,3,3
68293,ETH-20250328-15000C,tradeable,3,3
68294,ETH-20250328-15000P,tradeable,3,3
68295,BTC-20250328-250000C,tradeable,2,4
68296,BTC-20250328-300000C,tradeable,2,4
68297,BTC-20250328-250000P,tradeable,2,4
68298,BTC-20250328-300000P,tradeable,2,4
68299,ETH-20250328-1000C,tradeable,3,3
68300,ETH-20250328-1000P,tradeable,3,3
68301,ETH-20250328-11000C,tradeable,3,3
68302,ETH-20250328-11000P,tradeable,3,3
68305,ETH-20241227-10000C,tradeable,3,3
68306,ETH-20241227-10000P,tradeable,3,3
68307,ETH-20250328-4500P,tradeable,3,3
68308,ETH-20250328-4500C,tradeable,3,3
69333,BTC-20250328-55000P,tradeable,2,4
69334,BTC-20250328-55000C,tradeable,2,4
71557,ETH-20250328-2400C,tradeable,3,3
71558,ETH-20250328-2400P,tradeable,3,3
145523,BTC-20241108-40000C,tradeable,2,4
145524,BTC-20241108-40000P,tradeable,2,4
145525,BTC-20241108-50000C,tradeable,2,4
145526,BTC-20241108-50000P,tradeable,2,4
145527,BTC-20241108-60000C,tradeable,2,4
145528,BTC-20241108-60000P,tradeable,2,4
145529,BTC-20241108-65000C,tradeable,2,4
145530,BTC-20241108-65000P,tradeable,2,4
145531,BTC-20241108-70000C,tradeable,2,4
145532,BTC-20241108-70000P,tradeable,2,4
145533,BTC-20241108-75000C,tradeable,2,4
145534,BTC-20241108-75000P,tradeable,2,4
145535,BTC-20241108-80000C,tradeable,2,4
145536,BTC-20241108-80000P,tradeable,2,4
145537,BTC-20241108-90000C,tradeable,2,4
145538,BTC-20241108-90000P,tradeable,2,4
145539,BTC-20241108-100000C,tradeable,2,4
145540,BTC-20241108-100000P,tradeable,2,4
145763,ETH-20241108-2000C,tradeable,3,3
145764,ETH-20241108-2000P,tradeable,3,3
145765,ETH-20241108-2500C,tradeable,3,3
145766,ETH-20241108-2500P,tradeable,3,3
145767,ETH-20241108-3000C,tradeable,3,3
145768,ETH-20241108-3000P,tradeable,3,3
145769,ETH-20241108-3200C,tradeable,3,3
145770,ETH-20241108-3200P,tradeable,3,3
145771,ETH-20241108-3400C,tradeable,3,3
145772,ETH-20241108-3400P,tradeable,3,3
145773,ETH-20241108-3600C,tradeable,3,3
145774,ETH-20241108-3600P,tradeable,3,3
145775,ETH-20241108-3800C,tradeable,3,3
145776,ETH-20241108-3800P,tradeable,3,3
145777,ETH-20241108-4000C,tradeable,3,3
145778,ETH-20241108-4000P,tradeable,3,3
145779,ETH-20241108-4500C,tradeable,3,3
145780,ETH-20241108-4500P,tradeable,3,3
145781,ETH-20241108-5000C,tradeable,3,3
145782,ETH-20241108-5000P,tradeable,3,3
145783,ETH-20241108-6000C,tradeable,3,3
145784,ETH-20241108-6000P,tradeable,3,3
145787,BTC-20241108-63000C,tradeable,2,4
145788,BTC-20241108-63000P,tradeable,2,4
145789,BTC-20241108-67000C,tradeable,2,4
145790,BTC-20241108-67000P,tradeable,2,4
145791,BTC-20241108-72000C,tradeable,2,4
145792,BTC-20241108-72000P,tradeable,2,4
145793,BTC-20241108-120000C,tradeable,2,4
145794,BTC-20241108-120000P,tradeable,2,4
151699,BTC-20241108-140000C,tradeable,2,4
151700,BTC-20241108-140000P,tradeable,2,4
151701,ETH-20241108-7000C,tradeable,3,3
151702,ETH-20241108-7000P,tradeable,3,3
151703,ETH-20241108-8000C,tradeable,3,3
151704,ETH-20241108-8000P,tradeable,3,3
153119,BTC-20241025-25000C,tradeable,2,4
153120,BTC-20241025-25000P,tradeable,2,4
153121,BTC-20241025-30000C,tradeable,2,4
153122,BTC-20241025-30000P,tradeable,2,4
153123,BTC-20241025-35000C,tradeable,2,4
153124,BTC-20241025-35000P,tradeable,2,4
153125,BTC-20241025-40000P,tradeable,2,4
153126,BTC-20241025-40000C,tradeable,2,4
153127,BTC-20241025-45000C,tradeable,2,4
153128,BTC-20241025-45000P,tradeable,2,4
153129,BTC-20241025-48000C,tradeable,2,4
153130,BTC-20241025-48000P,tradeable,2,4
153131,BTC-20241025-50000P,tradeable,2,4
153132,BTC-20241025-50000C,tradeable,2,4
153133,BTC-20241025-52000C,tradeable,2,4
153134,BTC-20241025-52000P,tradeable,2,4
153135,BTC-20241025-54000P,tradeable,2,4
153136,BTC-20241025-54000C,tradeable,2,4
153137,BTC-20241025-56000C,tradeable,2,4
153138,BTC-20241025-56000P,tradeable,2,4
153139,BTC-20241025-58000C,tradeable,2,4
153140,BTC-20241025-58000P,tradeable,2,4
153141,BTC-20241025-59000C,tradeable,2,4
153142,BTC-20241025-59000P,tradeable,2,4
153143,BTC-20241025-60000C,tradeable,2,4
153144,BTC-20241025-60000P,tradeable,2,4
153145,BTC-20241025-61000C,tradeable,2,4
153146,BTC-20241025-61000P,tradeable,2,4
153147,BTC-20241025-62000C,tradeable,2,4
153148,BTC-20241025-62000P,tradeable,2,4
153149,BTC-20241025-63000C,tradeable,2,4
153150,BTC-20241025-63000P,tradeable,2,4
153151,BTC-20241025-64000C,tradeable,2,4
153152,BTC-20241025-64000P,tradeable,2,4
153153,BTC-20241025-65000C,tradeable,2,4
153154,BTC-20241025-65000P,tradeable,2,4
153155,BTC-20241025-66000C,tradeable,2,4
153156,BTC-20241025-66000P,tradeable,2,4
153157,BTC-20241025-67000C,tradeable,2,4
153158,BTC-20241025-67000P,tradeable,2,4
153159,BTC-20241025-68000C,tradeable,2,4
153160,BTC-20241025-68000P,tradeable,2,4
153161,BTC-20241025-69000C,tradeable,2,4
153162,BTC-20241025-69000P,tradeable,2,4
153163,BTC-20241025-70000C,tradeable,2,4
153164,BTC-20241025-70000P,tradeable,2,4
153165,BTC-20241025-71000C,tradeable,2,4
153166,BTC-20241025-72000P,tradeable,2,4
153167,BTC-20241025-71000P,tradeable,2,4
153168,BTC-20241025-72000C,tradeable,2,4
153169,BTC-20241025-73000C,tradeable,2,4
153170,BTC-20241025-73000P,tradeable,2,4
153171,BTC-20241025-74000C,tradeable,2,4
153172,BTC-20241025-74000P,tradeable,2,4
153173,BTC-20241025-76000C,tradeable,2,4
153174,BTC-20241025-76000P,tradeable,2,4
153175,BTC-20241025-78000C,tradeable,2,4
153176,BTC-20241025-78000P,tradeable,2,4
153177,BTC-20241025-80000C,tradeable,2,4
153178,BTC-20241025-80000P,tradeable,2,4
153179,BTC-20241025-82000C,tradeable,2,4
153180,BTC-20241025-82000P,tradeable,2,4
153181,BTC-20241025-84000C,tradeable,2,4
153182,BTC-20241025-84000P,tradeable,2,4
153183,BTC-20241025-86000C,tradeable,2,4
153184,BTC-20241025-86000P,tradeable,2,4
153185,BTC-20241025-90000C,tradeable,2,4
153186,BTC-20241025-90000P,tradeable,2,4
153187,BTC-20241025-95000P,tradeable,2,4
153188,BTC-20241025-95000C,tradeable,2,4
153189,BTC-20241025-100000C,tradeable,2,4
153190,BTC-20241025-100000P,tradeable,2,4
153191,BTC-20241025-105000C,tradeable,2,4
153192,BTC-20241025-105000P,tradeable,2,4
153245,ETH-20241025-1500C,tradeable,3,3
153246,ETH-20241025-1500P,tradeable,3,3
153247,ETH-20241025-2000C,tradeable,3,3
153248,ETH-20241025-2000P,tradeable,3,3
153249,ETH-20241025-2400C,tradeable,3,3
153250,ETH-20241025-2400P,tradeable,3,3
153251,ETH-20241025-2600C,tradeable,3,3
153252,ETH-20241025-2600P,tradeable,3,3
153253,ETH-20241025-2800C,tradeable,3,3
153254,ETH-20241025-2800P,tradeable,3,3
153255,ETH-20241025-2900C,tradeable,3,3
153256,ETH-20241025-2900P,tradeable,3,3
153257,ETH-20241025-3000C,tradeable,3,3
153258,ETH-20241025-3000P,tradeable,3,3
153259,ETH-20241025-3100C,tradeable,3,3
153260,ETH-20241025-3100P,tradeable,3,3
153261,ETH-20241025-3200C,tradeable,3,3
153262,ETH-20241025-3200P,tradeable,3,3
153263,ETH-20241025-3300C,tradeable,3,3
153264,ETH-20241025-3400C,tradeable,3,3
